subject,0BK_BODY_ACC,0BK_BODY_ACC_TARGET,0BK_BODY_ACC_NONTARGET,0BK_FACE_ACC,0BK_FACE_ACC_TARGET,0BK_FACE_ACC_NONTARGET,0BK_PLACE_ACC,0BK_PLACE_ACC_TARGET,0BK_PLACE_ACC_NONTARGET,0BK_TOOL_ACC,0BK_TOOL_ACC_TARGET,0BK_TOOL_ACC_NONTARGET,0BK_BODY_MEDIAN_RT,0BK_BODY_MEDIAN_RT_TARGET,0BK_BODY_MEDIAN_RT_NONTARGET,0BK_FACE_MEDIAN_RT,0BK_FACE_MEDIAN_RT_TARGET,0BK_FACE_MEDIAN_RT_NONTARGET,0BK_PLACE_MEDIAN_RT,0BK_PLACE_MEDIAN_RT_TARGET,0BK_PLACE_MEDIAN_RT_NONTARGET,0BK_TOOL_MEDIAN_RT,0BK_TOOL_MEDIAN_RT_TARGET,0BK_TOOL_MEDIAN_RT_NONTARGET,2BK_BODY_ACC,2BK_BODY_ACC_TARGET,2BK_BODY_ACC_NONTARGET,2BK_FACE_ACC,2BK_FACE_ACC_TARGET,2BK_FACE_ACC_NONTARGET,2BK_PLACE_ACC,2BK_PLACE_ACC_TARGET,2BK_PLACE_ACC_NONTARGET,2BK_TOOL_ACC,2BK_TOOL_ACC_TARGET,2BK_TOOL_ACC_NONTARGET,2BK_BODY_MEDIAN_RT,2BK_BODY_MEDIAN_RT_TARGET,2BK_BODY_MEDIAN_RT_NONTARGET,2BK_FACE_MEDIAN_RT,2BK_FACE_MEDIAN_RT_TARGET,2BK_FACE_MEDIAN_RT_NONTARGET,2BK_PLACE_MEDIAN_RT,2BK_PLACE_MEDIAN_RT_TARGET,2BK_PLACE_MEDIAN_RT_NONTARGET,2BK_TOOL_MEDIAN_RT,2BK_TOOL_MEDIAN_RT_TARGET,2BK_TOOL_MEDIAN_RT_NONTARGET,
510326,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,721.0,802.0,721.0,548.5,542.0,621.0,636.0,658.0,636.0,618.5,922.5,618.5,0.75,0.5,0.833333333333,0.875,1.0,0.833333333333,1.0,1.0,1.0,0.625,0.5,0.666666666667,1344.0,572.0,1345.0,791.0,964.0,742.0,769.5,728.0,769.5,762.0,663.0,780.5,
519950,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,736.0,575.5,791.0,645.0,712.5,621.5,743.0,750.5,708.0,701.5,1188.5,693.5,0.875,1.0,0.833333333333,0.875,0.5,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,1121.0,1243.0,1121.0,947.0,862.0,962.5,815.5,1394.5,747.5,954.0,983.0,886.0,
530635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,765.0,742.5,779.0,774.5,760.0,795.5,870.5,1075.0,824.0,755.5,1375.0,731.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1033.5,849.5,1033.5,736.0,710.0,736.0,1023.0,1106.5,972.0,926.0,867.0,966.5,
540436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,624.0,624.0,813.5,570.5,617.0,562.0,592.5,592.5,590.0,658.5,1233.5,642.5,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,956.0,710.5,1039.0,1111.0,1197.0,1111.0,951.0,1026.0,914.0,1020.0,1104.5,1020.0,
547046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.5,0.75,722.5,601.0,777.0,712.5,678.5,712.5,723.0,715.0,723.0,926.0,1028.0,867.5,1.0,1.0,1.0,0.875,1.0,0.833333333333,1.0,1.0,1.0,0.875,1.0,0.833333333333,985.0,771.0,1034.5,739.0,762.0,739.0,919.0,829.0,1051.0,686.0,628.0,816.0,
567961,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,717.0,680.0,740.0,583.5,542.0,617.5,631.0,745.0,613.0,688.5,943.5,664.5,0.625,1.0,0.5,0.75,1.0,0.666666666667,0.75,1.0,0.666666666667,0.625,0.5,0.666666666667,844.0,713.0,844.0,757.5,689.5,794.5,740.0,740.0,724.5,717.0,918.0,671.5,
568963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,642.5,691.5,624.5,509.5,650.0,490.5,525.5,1035.0,488.0,776.0,1069.0,706.5,0.875,1.0,0.833333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.833333333333,964.0,790.0,964.0,835.5,1023.5,835.5,822.5,1163.5,742.0,901.0,1307.0,660.0,
573249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,749.0,821.5,745.0,624.0,602.0,627.0,714.5,666.5,727.0,807.0,841.0,807.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,926.5,664.5,1012.0,1221.0,802.5,1292.0,951.5,851.5,1026.5,947.5,796.5,1071.0,
585862,0.9,1.0,0.875,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,611.0,620.5,547.0,541.0,549.0,519.0,622.5,610.0,622.5,582.0,854.5,546.0,1.0,1.0,1.0,0.875,0.5,1.0,0.875,0.5,1.0,0.75,0.5,0.833333333333,788.0,683.5,837.5,941.0,1104.0,838.0,661.0,575.0,729.0,739.5,528.0,751.0,
586460,1.0,1.0,1.0,0.8,0.5,0.875,0.8,0.0,1.0,1.0,1.0,1.0,766.0,573.0,831.5,601.0,911.0,586.0,913.5,nan,913.5,603.0,926.0,568.5,0.875,1.0,0.833333333333,0.75,1.0,0.666666666667,0.75,0.0,1.0,0.75,1.0,0.666666666667,992.0,1071.5,992.0,768.0,760.5,768.0,765.5,nan,765.5,874.0,969.0,874.0,
592455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,645.0,717.0,586.5,582.0,688.5,551.5,586.0,829.5,577.5,680.5,1203.5,680.5,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5,1.0,0.875,1.0,0.833333333333,875.0,820.5,875.0,720.5,1081.5,702.5,695.0,956.0,683.5,715.0,774.5,624.0,
